"","가구ID","광역시도","주택종류","외벽수","주택방향","준공년도","난방기기","난방연료","취사설비","냉방만족도","난방만족도","가구원수","교육정도","출생년도","세후소득","연도","전기소비량","지역난방소비량","도시가스소비량","등유소비량","프로판소비량","기타석유소비량","연탄소비량","기타연료소비량","석유소비량"
"5141","HH19370101",37,6,2,5,2002,5,4,2,2,2,1,1,1945,-9,2019,2666,0,5217.03,0,0,0,0,0,0
"5142","HH19370102",37,6,2,5,2002,5,4,2,2,2,1,1,1951,-9,2019,2193,0,2119.74,0,0,0,0,0,0
"5143","HH19370105",37,6,2,5,2005,5,4,2,2,2,2,1,1942,-9,2019,4463.4,0,7779.24,0,0,0,0,0,0
"5144","HH19370106",37,6,2,5,2002,5,4,2,2,2,2,1,1950,4000,2019,2105.28,0,2407.86,0,0,0,0,0,0
"5145","HH19370109",37,6,2,5,2002,5,4,2,3,3,1,1,1938,-9,2019,2732.22,0,5494.86,0,0,0,0,0,0
"5146","HH19370110",37,6,2,5,2005,5,4,2,2,2,1,1,1939,-9,2019,2793.28,0,3231.06,0,0,0,0,0,0
"5147","HH19370113",37,6,2,5,2005,5,4,2,2,2,2,1,1953,-9,2019,2967,0,4362.96,0,0,0,0,0,0
"5148","HH19370115",37,6,2,5,1995,5,4,2,2,2,3,3,1963,-8,2019,3624.04,0,7275.03,0,0,0,0,0,0
"5149","HH19370117",37,6,4,5,2007,5,4,2,3,3,3,3,1971,-9,2019,3207.8,0,14508.9,0,0,0,0,0,0
"5150","HH19370120",37,6,2,5,1999,5,4,2,2,2,3,3,1958,-9,2019,3877.74,0,14642.67,0,0,0,0,0,0
"5151","HH19370121",37,1,6,3,1998,4,3,1,3,3,1,1,1946,-9,2019,3088.26,0,0,0,3852.8,0,0,0,3852.8
"5152","HH19370123",37,1,6,3,2000,10,7,1,3,3,2,2,1959,-9,2019,2732.22,0,0,0,2408,0,0,560,2408
"5153","HH19370124",37,1,6,3,1998,4,3,1,2,2,1,1,1934,-9,2019,2314.26,0,0,0,4816,0,0,0,4816
"5154","HH19370125",37,5,3,1,2016,5,4,2,3,3,5,3,1963,3800,2019,4250.98,0,4939.2,0,0,0,0,0,0
"5155","HH19370126",37,6,2,1,1999,5,4,2,3,3,2,1,1940,-8,2019,2426.92,0,4362.96,0,0,0,0,0,0
"5156","HH19370127",37,2,3,3,2016,5,4,2,2,2,1,3,1996,-9,2019,1614.22,0,3786.72,0,0,0,0,0,0
"5157","HH19370128",37,7,5,3,1999,5,4,2,3,3,3,1,1968,-9,2019,3299.82,0,4939.2,0,0,0,0,0,0
"5158","HH13370009",37,6,2,3,1997,5,4,2,3,3,2,3,1963,720,2019,2412.3,0,8283.45,0,0,0,0,0,0
"5159","HH13370011",37,6,2,5,1997,5,4,2,3,3,4,4,1971,6850,2019,3298.96,0,21711.9,0,0,0,0,0,0
"5160","HH15370002",37,1,5,5,1997,5,4,2,3,3,4,2,1978,4650,2019,4156.38,0,12893.37,0,0,0,0,0,0
"5161","HH12370014",37,2,2,3,2007,5,4,2,3,3,2,2,1971,1200,2019,3192.32,0,6132.84,0,0,0,0,0,0
"5162","HH11370017",37,6,2,3,1996,5,4,2,3,3,4,2,1965,5000,2019,3015.16,0,9487.38,0,0,0,0,0,0
"5163","HH14370011",37,6,3,5,1986,5,4,2,3,3,1,2,1972,2400,2019,1690.76,0,4507.02,0,0,0,0,0,0
"5164","HH19370155",37,1,5,5,1980,6,6,1,2,3,4,2,1973,-9,2019,26866.4,0,0,0,2889.6,0,0,0,2889.6
"5165","HH19370156",37,1,6,5,2017,3,2,1,3,3,3,3,1966,2500,2019,2457.02,0,0,6463.49,2408,0,0,0,8871.49
"5166","HH19370157",37,1,6,3,2003,3,2,1,3,3,2,2,1955,3000,2019,3050.42,0,0,7016,1926.4,0,0,0,8942.4
"5167","HH19370158",37,1,6,5,1973,3,2,1,3,3,2,1,1944,1500,2019,3120.08,0,0,5262,963.2,0,0,0,6225.2
"5168","HH19370159",37,4,3,5,1994,5,4,2,3,3,2,1,1957,2400,2019,3440.86,0,9209.55,0,0,0,0,0,0
"5169","HH19370160",37,1,4,3,1979,7,1,1,3,3,2,1,1941,1000,2019,1842.98,0,0,1754,963.2,0,11919.6,0,2717.2
"5170","HH19370161",37,1,6,3,1970,3,2,1,3,3,1,1,1945,1000,2019,3117.5,0,0,3508,722.4,0,0,0,4230.4
"5171","HH19370162",37,1,6,5,1996,3,2,1,3,3,1,1,1945,700,2019,2649.66,0,0,5262,722.4,0,0,0,5984.4
"5172","HH19370164",37,1,6,3,2003,3,2,1,3,3,1,1,1945,1000,2019,3564.7,0,0,5262,963.2,0,0,0,6225.2
"5173","HH19370165",37,1,6,3,1973,3,2,1,3,3,2,1,1944,-8,2019,2742.54,0,0,3508,963.2,0,0,0,4471.2
"5174","HH19370166",37,1,6,5,2007,6,6,1,3,3,2,1,1947,2400,2019,15510.96,0,0,0,1204,0,0,0,1204
"5175","HH11370051",37,1,6,5,1970,3,2,1,3,3,1,1,1939,1100,2019,2590.32,0,0,7016,963.2,0,0,0,7979.2
"5176","HH11370052",37,1,6,5,2000,3,2,1,2,2,2,1,1927,1400,2019,1964.24,0,0,7016,963.2,0,0,0,7979.2
"5177","HH11370053",37,1,6,6,1970,3,2,1,3,3,2,1,1938,1250,2019,2868.1,0,0,7016,963.2,0,0,0,7979.2
"5178","HH11370054",37,1,6,2,1967,6,6,1,2,3,2,1,1938,1400,2019,11330.5,0,0,0,963.2,0,0,0,963.2
"5179","HH19370129",37,1,5,3,1989,3,2,1,3,2,5,1,1982,2600,2019,2576.56,0,0,5262,361.2,0,0,0,5623.2
"5180","HH11370048",37,1,6,3,1990,7,1,1,2,2,2,1,1939,1400,2019,1842.98,0,0,1754,963.2,0,17028,0,2717.2
"5181","HH11370050",37,1,5,3,1992,3,2,1,2,2,1,1,1934,600,2019,1971.12,0,0,5262,963.2,0,0,0,6225.2
"5182","HH11370033",37,1,6,6,1981,7,1,1,2,2,1,1,1960,760,2019,2174.08,0,0,0,963.2,0,42570,0,963.2
"5183","HH11370034",37,1,6,4,1984,3,2,1,2,2,1,1,1944,650,2019,2744.26,0,0,3508,963.2,0,0,0,4471.2
"5184","HH11370035",37,1,6,3,1981,7,1,1,4,2,2,2,1957,2300,2019,2948.94,0,0,1754,1204,0,30650.4,0,2958
"5185","HH11370036",37,3,6,5,1971,3,2,1,2,2,2,2,1955,3300,2019,3129.54,0,0,8770,1204,0,0,0,9974
"5186","HH11370037",37,1,6,4,1981,3,2,1,2,2,1,1,1940,850,2019,3095.14,0,0,3508,963.2,0,0,0,4471.2
"5187","HH11370038",37,1,6,3,1981,3,2,1,2,2,1,1,1933,900,2019,2106.14,0,0,8770,722.4,0,0,0,9492.4
"5188","HH11370039",37,1,6,5,2015,7,1,1,2,2,2,1,1932,1350,2019,2169.78,0,0,5262,963.2,0,17028,0,6225.2
"5189","HH11370040",37,6,5,6,1995,5,4,2,2,2,1,1,1938,1100,2019,2930.02,0,4867.17,0,0,0,0,0,0
"5190","HH11370043",37,6,5,6,1995,5,4,2,2,2,2,1,1940,1650,2019,2167.2,0,4362.96,0,0,0,0,0,0
"5191","HH11370045",37,6,4,6,1995,5,4,2,2,2,2,2,1967,2200,2019,2215.36,0,5103.84,0,0,0,0,0,0
"5192","HH11370046",37,6,4,6,1995,5,4,2,2,2,2,2,1934,1400,2019,2494.86,0,4959.78,0,0,0,0,0,0
"5193","HH14370013",37,6,2,5,1995,5,4,2,2,2,1,1,1935,1100,2019,2117.32,0,5916.75,0,0,0,0,0,0
"5194","HH11370047",37,6,4,6,1995,5,4,2,2,2,1,1,1936,1250,2019,2236.86,0,5371.38,0,0,0,0,0,0
"5195","HH18370023",37,6,4,6,1995,5,4,2,2,2,2,1,1940,1100,2019,2622.14,0,5597.76,0,0,0,0,0,0
"5196","HH14370001",37,1,6,3,1941,3,2,1,2,2,2,1,1954,2300,2019,5272.66,0,0,1754,4816,0,0,0,6570
"5197","HH12370002",37,1,6,1,2001,3,2,1,2,2,1,1,1949,850,2019,1177.34,0,0,7016,963.2,0,0,0,7979.2
"5198","HH11370001",37,1,6,1,1996,3,2,1,2,2,2,1,1944,1800,2019,2103.56,0,0,7016,1444.8,0,0,0,8460.8
"5199","HH11370002",37,1,6,1,1941,3,2,1,1,2,2,1,1937,800,2019,1842.98,0,0,5262,1444.8,0,0,0,6706.8
"5200","HH12370003",37,1,6,1,2003,3,2,1,2,2,2,1,1950,2600,2019,499.66,0,0,3508,1444.8,0,0,0,4952.8
"5201","HH17370024",37,1,6,4,1970,22,6,1,2,2,4,1,1943,2800,2019,12243.82,0,0,0,1685.6,0,0,0,1685.6
"5202","HH18370001",37,1,6,3,1941,3,2,1,3,3,2,1,1942,1100,2019,2645.36,0,0,7016,963.2,0,0,0,7979.2
"5203","HH18370009",37,2,2,6,2001,5,4,2,4,5,3,3,1966,-9,2019,4009.32,0,13181.49,0,0,0,0,0,0
"5204","HH19370130",37,6,2,3,1996,5,4,2,2,2,5,2,1979,5500,2019,2715.02,0,6945.75,0,0,0,0,0,0
"5205","HH19370131",37,6,4,1,2001,5,4,2,1,2,3,2,1963,4500,2019,3588.78,0,9158.1,0,0,0,0,0,0
"5206","HH19370132",37,6,4,5,2003,5,4,2,2,1,4,3,1976,5000,2019,2791.56,0,9024.33,0,0,0,0,0,0
"5207","HH19370133",37,6,4,3,2009,5,4,2,4,1,3,2,1976,3200,2019,2830.26,0,7017.78,0,0,0,0,0,0
"5208","HH19370134",37,6,5,3,2009,5,4,2,3,3,5,2,1976,3600,2019,3211.24,0,9857.82,0,0,0,0,0,0
"5209","HH19370136",37,6,4,5,2009,5,4,2,1,2,3,2,1980,4300,2019,2550.76,0,7542.57,0,0,0,0,0,0
"5210","HH19370137",37,6,4,5,2009,5,4,2,2,1,4,3,1973,4800,2019,2710.72,0,7244.16,0,0,0,0,0,0
"5211","HH19370138",37,6,4,3,2009,5,4,3,1,1,3,3,1976,5300,2019,3575.88,0,8458.38,0,0,0,0,0,0
"5212","HH19370140",37,6,4,3,2009,5,4,2,1,1,3,2,1980,3500,2019,2770.92,0,6081.39,0,0,0,0,0,0
"5213","HH19370141",37,6,4,3,2009,5,4,2,1,2,5,2,1969,3500,2019,2770.92,0,8458.38,0,0,0,0,0,0
"5214","HH19370142",37,6,4,3,2001,5,4,2,1,1,4,3,1973,5300,2019,2838,0,7100.1,0,0,0,0,0,0
"5215","HH19370143",37,6,4,3,2005,5,4,2,1,1,5,3,1963,6200,2019,3603.4,0,10434.06,0,0,0,0,0,0
"5216","HH19370145",37,6,4,5,2004,5,4,2,2,2,4,3,1986,3600,2019,2894.76,0,9590.28,0,0,0,0,0,0
"5217","HH19370146",22,2,5,5,2004,5,4,2,1,1,1,2,1997,2000,2019,2630.74,0,5597.76,0,0,0,0,0,0
"5218","HH19370147",37,1,5,3,1990,5,4,2,2,3,3,1,1937,1500,2019,2530.12,0,5494.86,0,0,0,0,0,0
"5219","HH19370150",37,1,6,5,1970,3,2,1,2,3,2,1,1939,1200,2019,2888.74,0,0,3508,1083.6,0,0,0,4591.6
"5220","HH19370151",37,3,5,5,2003,5,4,2,3,3,2,3,1972,5000,2019,2532.7,0,7532.28,0,0,0,0,0,0
"5221","HH19370153",37,3,5,3,1991,5,4,2,2,2,1,1,1939,1200,2019,1779.34,0,5875.59,0,0,0,0,0,0
"5222","HH19370154",37,1,6,5,2004,3,2,1,1,1,2,1,1940,3600,2019,2310.82,0,0,1824.16,1444.8,0,0,0,3268.96
"5223","HH18370018",37,1,6,3,1965,3,2,1,3,3,1,1,1941,750,2019,2407.14,0,0,5262,963.2,0,0,0,6225.2
"5224","HH17370026",37,1,6,5,2011,3,2,1,2,2,2,1,1944,2500,2019,1964.24,0,0,3508,1444.8,0,0,0,4952.8
"5225","HH19370186",37,1,6,1,1970,3,2,1,3,2,1,1,1932,600,2019,1704.52,0,0,3508,722.4,0,0,0,4230.4
"5226","HH19370187",37,1,6,1,1954,10,7,1,3,3,2,1,1950,6000,2019,2592.04,0,0,0,963.2,0,0,840,963.2
"5227","HH19370188",37,1,6,5,1978,3,2,1,3,3,2,3,1957,3000,2019,2698.68,0,0,5262,963.2,0,0,0,6225.2
"5228","HH19370189",37,1,6,1,1993,3,2,1,3,4,1,1,1949,700,2019,2083.78,0,0,5262,481.6,0,0,0,5743.6
"5229","HH19370190",37,1,6,3,2007,3,2,1,3,3,2,2,1957,2000,2019,2460.46,0,0,5262,1444.8,0,0,0,6706.8
"5230","HH19370191",37,1,6,5,1910,10,7,1,3,3,2,2,1947,700,2019,2186.12,0,0,5262,1204,0,0,840,6466
"5231","HH19370192",37,1,6,3,2016,3,2,1,3,3,2,1,1939,1000,2019,1898.88,0,0,3508,1444.8,0,0,840,4952.8
"5232","HH19370194",37,1,5,1,2012,20,6,1,3,3,1,1,1960,1600,2019,2215.36,0,0,3508,722.4,0,0,0,4230.4
"5233","HH19370195",37,1,6,3,1945,3,2,1,3,3,1,1,1955,1800,2019,1841.26,0,0,7016,722.4,0,0,0,7738.4
"5234","HH19370196",37,5,4,3,2002,5,4,2,3,3,4,2,1972,3800,2019,2565.38,0,11370.45,0,0,0,0,0,0
"5235","HH19370198",37,1,6,3,1980,3,2,1,3,4,1,1,1948,750,2019,2710.72,0,0,5262,722.4,0,0,0,5984.4
"5236","HH19370200",37,1,6,3,1995,3,2,1,4,3,2,1,1945,955,2019,2483.68,0,0,7016,722.4,0,0,0,7738.4
"5237","HH19370202",37,1,5,3,2004,5,4,2,2,2,4,3,1969,5500,2019,3299.82,0,12872.79,0,0,0,0,0,0
"5238","HH19370204",37,1,6,1,1995,10,7,1,1,1,5,2,1969,8500,2019,4218.3,0,0,0,963.2,0,0,8400,963.2
"5239","HH19370205",37,1,6,3,2003,3,2,1,2,3,2,1,1946,6600,2019,2500.02,0,0,10524,722.4,0,0,0,11246.4
"5240","HH19370206",37,1,6,3,1989,3,2,1,2,2,2,1,1946,7600,2019,2047.66,0,0,7016,722.4,0,0,0,7738.4
"5241","HH19370208",37,1,5,1,2016,3,2,1,2,2,4,2,1979,6200,2019,3131.26,0,0,10524,722.4,0,0,0,11246.4
"5242","HH19370199",37,6,4,3,1996,5,4,2,3,3,4,3,1979,3800,2019,2629.88,0,5865.3,0,0,0,0,0,0
"5243","HH12370024",37,1,6,3,1953,3,2,1,2,2,2,1,1944,2100,2019,2100.98,0,0,7016,963.2,0,0,0,7979.2
"5244","HH12370025",37,1,6,3,1940,3,2,1,1,2,2,1,1953,700,2019,1357.08,0,0,3508,963.2,0,0,0,4471.2
"5245","HH12370027",37,1,6,3,2003,3,2,1,1,1,2,1,1938,1800,2019,2699.54,0,0,7016,963.2,0,0,0,7979.2
"5246","HH13370020",37,1,6,3,2001,3,2,1,2,2,2,2,1966,4200,2019,3443.44,0,0,10524,1444.8,0,0,0,11968.8
"5247","HH12370029",37,1,6,3,1948,3,2,0,2,2,1,1,1945,1700,2019,1879.96,0,0,3508,0,0,0,0,3508
"5248","HH12370030",37,1,6,3,1947,3,2,1,2,2,1,2,1964,1400,2019,2248.9,0,0,3508,722.4,0,0,1400,4230.4
"5249","HH17370032",37,5,4,5,1995,3,2,1,3,3,2,2,1959,2300,2019,3765.94,0,0,8770,1444.8,0,0,0,10214.8
"5250","HH17370033",37,5,2,5,1990,3,2,1,3,3,2,2,1958,2600,2019,3313.58,0,0,8770,1204,0,0,0,9974
"5251","HH19370167",37,1,6,3,1948,3,2,1,2,3,1,1,1937,550,2019,1894.58,0,0,5262,963.2,0,0,0,6225.2
"5252","HH12370019",37,1,6,3,1952,3,2,1,2,2,1,1,1938,550,2019,2270.4,0,0,5262,963.2,0,0,0,6225.2
"5253","HH12370020",37,1,6,3,1959,3,2,1,3,3,1,1,1959,580,2019,2261.8,0,0,5262,722.4,0,0,0,5984.4
"5254","HH12370021",37,1,6,5,1905,3,2,1,3,3,2,1,1945,600,2019,2169.78,0,0,7016,963.2,0,0,0,7979.2
"5255","HH12370022",37,1,6,3,1999,3,2,1,1,1,2,1,1943,1600,2019,1917.8,0,0,5840.82,963.2,0,0,0,6804.02
"5256","HH12370023",37,1,6,3,1901,3,2,1,2,2,2,2,1970,1700,2019,3627.48,0,0,7016,963.2,0,0,0,7979.2
"5257","HH19370182",37,1,6,3,1999,3,2,1,1,1,2,1,1939,1500,2019,1922.1,0,0,7296.64,3852.8,0,0,0,11149.44
"5258","HH19370183",37,1,4,3,1940,3,2,1,1,1,2,1,1947,1200,2019,2361.56,0,0,5262,722.4,0,0,0,5984.4
"5259","HH19370184",37,1,6,3,1999,3,2,1,1,2,1,1,1940,1000,2019,2198.16,0,0,727.91,3852.8,0,0,0,4580.71
"5260","HH19370185",37,3,4,3,1995,3,2,1,1,2,5,1,1937,3500,2019,2296.2,0,0,7016,722.4,0,0,0,7738.4
"5261","HH12370032",37,1,4,3,1994,3,2,1,3,3,1,2,1960,1700,2019,2544.74,0,0,3508,722.4,0,0,0,4230.4
"5262","HH14370020",37,2,6,3,1992,3,2,1,3,3,1,1,1943,900,2019,3355.72,0,0,3508,722.4,0,0,0,4230.4
"5263","HH11370062",37,1,6,3,1979,3,2,1,3,3,2,1,1959,2800,2019,2371.02,0,0,7016,722.4,0,0,0,7738.4
"5264","HH11370063",37,1,6,3,1967,7,1,1,4,3,2,2,1957,3000,2019,1781.06,0,0,877,722.4,0,34056,0,1599.4
"5265","HH11370064",37,6,2,3,1995,5,4,2,2,2,4,3,1977,250,2019,2351.24,0,9610.86,0,0,0,0,0,0
"5266","HH14370022",37,1,6,3,1990,3,2,1,3,3,3,1,1950,4700,2019,2790.7,0,0,3508,963.2,0,0,0,4471.2
"5267","HH12370035",37,1,6,3,1994,3,2,1,3,3,2,2,1972,2400,2019,3606.84,0,0,3508,722.4,0,0,0,4230.4
"5268","HH14370023",37,1,6,3,1992,3,2,1,4,4,2,1,1937,1400,2019,3370.34,0,0,3508,963.2,0,0,0,4471.2
"5269","HH11370065",37,1,6,1,1935,3,2,1,3,3,4,1,1955,2700,2019,3447.74,0,0,3508,1444.8,0,42570,0,4952.8
"5270","HH11370066",37,6,3,6,2007,5,4,2,3,3,4,3,1976,2800,2019,2522.38,0,9775.5,0,0,0,0,0,0
"5271","HH11370070",37,6,2,3,2007,5,4,2,3,3,5,3,1974,3300,2019,2169.78,0,7789.53,0,0,0,0,0,0
"5272","HH11370074",37,6,2,6,2007,5,4,2,3,3,5,3,1982,3700,2019,3178.56,0,18789.54,0,0,0,0,0,0
"5273","HH11370075",37,6,2,3,2007,5,4,2,3,3,3,1,1951,3000,2019,1581.54,0,5402.25,0,0,0,0,0,0
"5274","HH18370022",37,1,6,1,1985,3,2,1,3,3,2,1,1928,870,2019,3111.48,0,0,10524,963.2,0,0,0,11487.2
"5275","HH11370073",37,6,2,6,2007,5,4,2,3,3,4,3,1977,3800,2019,3847.64,0,8653.89,0,0,0,0,0,0
"5276","HH13370023",37,6,2,3,2007,5,4,2,3,3,4,3,1978,3800,2019,3183.72,0,11514.51,0,0,0,0,0,0
"5277","HH17370027",37,6,2,5,1992,5,4,2,3,3,4,3,1971,3800,2019,2386.5,0,6390.09,0,0,0,0,0,0
"5278","HH19370168",37,1,6,3,1970,3,2,1,3,3,4,2,1960,3600,2019,2437.24,0,0,12278,1444.8,0,0,0,13722.8
"5279","HH19370169",37,1,6,1,1980,7,1,1,3,3,1,1,1942,400,2019,1608.2,0,0,1754,1444.8,0,11919.6,0,3198.8
"5280","HH19370170",37,1,6,3,1946,3,2,1,3,3,1,1,1950,600,2019,1772.46,0,0,7016,1444.8,0,0,0,8460.8
"5281","HH19370171",37,3,4,3,1990,3,2,1,3,4,2,2,1957,-9,2019,2371.02,0,0,7016,1204,0,0,0,8220
"5282","HH19370172",37,1,6,1,1947,3,2,1,3,3,2,1,1952,700,2019,516.86,0,0,5262,1204,0,0,0,6466
"5283","HH19370173",37,1,6,5,1954,3,2,1,3,3,2,1,1938,720,2019,1744.08,0,0,3508,1204,0,11919.6,0,4712
"5284","HH19370175",37,1,6,3,1960,3,2,1,2,2,1,1,1937,650,2019,2320.28,0,0,5262,963.2,0,0,0,6225.2
"5285","HH19370176",37,1,6,3,1930,3,2,1,3,3,4,2,1973,3600,2019,644.14,0,0,7016,1204,0,0,0,8220
"5286","HH19370177",37,1,6,3,1979,3,2,1,3,3,2,2,1945,960,2019,1989.18,0,0,12278,1204,0,0,0,13482
"5287","HH19370178",37,1,6,1,1940,3,2,1,3,3,1,1,1935,720,2019,292.4,0,0,1754,963.2,0,0,0,2717.2
"5288","HH19370179",37,3,5,1,1979,20,6,1,3,3,2,2,1951,2700,2019,10213.36,0,0,0,963.2,0,0,0,963.2
"5289","HH19370181",37,1,2,3,2001,5,4,2,3,3,2,3,1960,8000,2019,2613.54,0,5350.8,0,0,0,0,0,0
"5290","HH15380008",38,1,6,1,1968,6,6,1,3,3,1,1,1937,600,2019,9871.08,0,0,0,963.2,0,0,0,963.2
"5291","HH16380003",38,6,4,7,1992,5,4,2,3,3,2,2,1953,2800,2019,3182.86,0,8376.06,0,0,0,0,0,0
"5292","HH11380067",38,2,5,6,1994,5,4,2,2,2,5,3,1977,3400,2019,3274.88,0,7954.17,0,0,0,0,0,0
"5293","HH11380068",38,2,5,7,1989,3,2,1,3,3,4,3,1977,2800,2019,3856.24,0,0,1754,1444.8,0,0,0,3198.8
"5294","HH14380010",38,2,5,1,1986,3,2,1,2,2,5,3,1970,7250,2019,3598.24,0,0,3508,963.2,0,0,0,4471.2
"5295","HH15380009",38,6,4,5,1980,4,3,1,3,3,3,2,1963,4100,2019,2526.68,0,0,0,963.2,0,0,0,963.2
"5296","HH15380010",38,6,5,5,1980,4,3,1,3,3,2,2,1958,2200,2019,2580.86,0,0,0,963.2,0,0,0,963.2
"5297","HH15380011",38,6,4,5,1980,4,3,1,3,3,2,3,1989,3200,2019,2744.26,0,0,0,963.2,0,0,0,963.2
"5298","HH15380012",38,6,4,5,1980,4,3,1,3,3,1,3,1990,2400,2019,2643.64,0,0,0,963.2,0,0,0,963.2
"5299","HH15380013",38,6,4,5,1980,4,3,1,3,3,2,2,1961,1700,2019,2410.58,0,0,0,963.2,0,0,0,963.2
"5300","HH11380071",38,6,3,6,2012,5,4,2,3,3,4,3,1955,8500,2019,3766.8,0,8942.01,0,0,0,0,0,0
"5301","HH17380001",38,6,4,3,1993,5,4,2,3,3,4,2,1963,4700,2019,2788.98,0,5855.01,0,0,0,0,0,0
"5302","HH17380002",38,6,4,1,2011,5,4,2,3,3,3,3,1964,6700,2019,4821.16,0,3128.16,0,0,0,0,0,0
"5303","HH19380001",38,6,3,3,1995,5,4,2,3,3,1,1,1954,2300,2019,3565.56,0,3416.28,0,0,0,0,0,0
"5304","HH19380002",38,6,2,6,1995,5,4,2,3,3,1,2,1954,15000,2019,2435.52,0,2860.62,0,0,0,0,0,0
"5305","HH19380004",38,6,3,3,1992,5,4,2,2,2,2,1,1950,-9,2019,2534.42,0,3560.34,0,0,0,0,0,0
"5306","HH19380005",38,6,2,3,1992,5,4,2,2,2,1,2,1959,16000,2019,2401.12,0,5155.29,0,0,0,0,0,0
"5307","HH19380006",38,6,2,3,1991,5,4,2,3,3,2,1,1955,800,2019,2192.14,0,11761.47,0,0,0,0,0,0
"5308","HH19380007",38,6,2,3,1992,5,4,3,3,3,1,1,1960,600,2019,2426.06,0,1111.32,0,0,0,0,0,0
"5309","HH19380009",38,6,4,3,1992,20,6,2,1,1,1,1,1950,600,2019,1983.16,0,1131.9,0,0,0,0,0,0
"5310","HH19380010",38,6,4,3,1992,1,5,2,2,2,1,2,1962,-8,2019,3183.72,3244,3766.14,0,0,0,0,0,0
"5311","HH19380011",38,6,4,3,1992,5,4,2,2,2,1,1,1957,600,2019,2657.4,0,1924.23,0,0,0,0,0,0
"5312","HH19380012",38,6,4,5,2004,20,6,2,4,4,1,1,1944,1400,2019,1973.7,0,2603.37,0,0,0,0,0,0
"5313","HH19380013",38,6,4,5,2004,5,4,2,3,3,2,2,1947,2000,2019,3549.22,0,8777.37,0,0,0,0,0,0
"5314","HH19380014",38,6,4,5,2004,5,4,2,4,4,4,3,1957,4500,2019,3820.12,0,9775.5,0,0,0,0,0,0
"5315","HH19380015",38,6,5,5,2004,20,6,2,4,4,2,2,1955,4500,2019,3151.9,0,4260.06,0,0,0,0,0,0
"5316","HH19380016",38,6,4,5,2004,5,4,2,4,4,3,2,1953,5100,2019,3635.22,0,9971.01,0,0,0,0,0,0
"5317","HH19380017",38,6,4,5,2004,20,6,2,4,5,1,1,1954,1500,2019,2386.5,0,5957.91,0,0,0,0,0,0
"5318","HH19380018",38,6,4,5,2004,20,6,2,4,4,1,1,1949,900,2019,2908.52,0,4959.78,0,0,0,0,0,0
"5319","HH19380019",38,6,4,5,2004,5,4,2,4,4,2,2,1962,6000,2019,3271.44,0,4692.24,0,0,0,0,0,0
"5320","HH19380020",38,6,4,5,2004,5,4,2,4,4,2,1,1949,1700,2019,3049.56,0,8797.95,0,0,0,0,0,0
"5321","HH19380021",38,6,4,5,2004,5,4,2,3,3,1,3,1993,2200,2019,1470.6,0,1070.16,0,0,0,0,0,0
"5322","HH19380022",38,6,4,5,2004,20,6,2,4,4,2,1,1940,1900,2019,3212.1,0,7038.36,0,0,0,0,0,0
"5323","HH19380023",38,3,4,3,1984,5,4,2,2,2,3,3,1977,5500,2019,3360.88,0,4352.67,0,0,0,0,0,0
"5324","HH19380024",38,3,4,3,1994,5,4,2,2,2,3,2,1962,6500,2019,3274.88,0,3313.38,0,0,0,0,0,0
"5325","HH19380025",38,8,5,5,2006,5,4,2,2,2,4,2,1966,7000,2019,3458.92,0,4064.55,0,0,0,0,0,0
"5326","HH19380026",38,2,5,5,2003,5,4,2,3,3,2,2,1952,3500,2019,2481.1,0,5741.82,0,0,0,0,0,0
"5327","HH19380027",38,4,5,5,2012,5,4,2,3,2,2,2,1954,2200,2019,4198.52,0,926.1,0,0,0,0,0,0
"5328","HH19380028",38,3,6,5,1954,5,4,2,2,2,5,2,1967,7000,2019,3266.28,0,4661.37,0,0,0,0,0,0
"5329","HH19380241",38,6,4,5,2000,5,4,2,2,2,4,3,1984,3200,2019,2871.54,0,5731.53,0,0,0,0,0,0
"5330","HH19380242",38,6,4,3,2000,5,4,2,2,2,2,3,1952,-8,2019,2871.54,0,5731.53,0,0,0,0,0,0
"5331","HH19380243",38,6,4,5,2000,5,4,2,2,2,4,3,1973,6100,2019,1834.38,0,6709.08,0,0,0,0,0,0
"5332","HH19380244",38,6,4,5,2000,5,4,2,3,2,3,3,1985,3400,2019,2871.54,0,5731.53,0,0,0,0,0,0
"5333","HH19380245",38,1,5,5,2004,20,6,1,3,3,1,1,1938,-9,2019,2974.74,0,0,5262,1444.8,0,0,0,6706.8
"5334","HH19380247",38,3,4,5,1995,20,6,1,3,3,5,1,1948,2800,2019,3218.98,0,0,10524,481.6,0,0,0,11005.6
"5335","HH19380248",38,7,5,5,1999,22,6,1,3,3,1,2,1962,-9,2019,1012.22,0,0,0,1204,0,0,0,1204
"5336","HH19380249",38,3,4,5,1995,20,6,1,3,3,4,2,1969,-9,2019,3160.5,0,0,10524,1444.8,0,0,0,11968.8
"5337","HH19380250",38,1,5,5,2004,20,6,1,3,3,1,1,1958,-9,2019,3160.5,0,0,10524,1204,0,0,0,11728
"5338","HH19380251",38,1,6,3,1995,5,4,2,3,3,2,1,1944,720,2019,2543.88,0,7954.17,0,0,0,0,0,0
"5339","HH19380252",38,1,6,3,1984,5,4,2,2,2,2,1,1945,2200,2019,4121.98,0,5731.53,0,0,0,0,0,0
"5340","HH19380253",38,3,4,5,1992,20,6,2,2,2,1,1,1945,1500,2019,2269.54,0,6276.9,0,0,0,0,0,0
