"","가구ID","광역시도","주택종류","외벽수","주택방향","준공년도","난방기기","난방연료","취사설비","냉방만족도","난방만족도","가구원수","교육정도","출생년도","세후소득","연도","전기소비량","지역난방소비량","도시가스소비량","등유소비량","프로판소비량","기타석유소비량","연탄소비량","기타연료소비량","석유소비량"
"13581","HH19110113",11,2,3,1,1992,5,4,2,3,3,1,2,1965,2200,2021,2765.76,0,7151.55,0,0,0,0,0,0
"13582","HH19110114",11,7,3,1,1993,5,4,2,3,2,2,2,1956,3000,2021,3109.76,0,9116.94,0,0,0,0,0,0
"13583","HH19110115",11,7,3,5,1993,5,4,2,2,2,2,2,1954,4500,2021,3068.48,0,9950.43,0,0,0,0,0,0
"13584","HH19110116",11,1,5,1,1990,5,4,2,2,2,1,2,1981,2300,2021,1807.72,0,3724.98,0,0,0,0,0,0
"13585","HH19110117",11,3,3,3,2001,5,4,2,2,2,1,1,1949,700,2021,1655.5,0,4373.25,0,0,0,0,0,0
"13586","HH19110118",11,5,4,5,1998,5,4,2,1,2,2,3,1979,4530,2021,2149.14,0,3838.17,0,0,0,0,0,0
"13587","HH19110119",11,5,4,3,1993,20,6,2,2,2,2,3,1985,2600,2021,2200.74,0,4301.22,0,0,0,0,0,0
"13588","HH19110120",11,3,4,3,1992,5,4,2,1,1,4,2,1974,4000,2021,3158.78,0,6132.84,0,0,0,0,0,0
"13589","HH19110121",11,5,5,3,1993,5,4,2,2,2,1,2,1962,2400,2021,2068.3,0,5391.96,0,0,0,0,0,0
"13590","HH19110122",11,1,4,3,1994,5,4,2,3,3,1,2,1957,2100,2021,2518.08,0,3786.72,0,0,0,0,0,0
"13591","HH19110124",11,3,5,5,1991,5,4,2,1,1,2,3,1984,5200,2021,3295.52,0,5782.98,0,0,0,0,0,0
"13592","HH19110125",11,3,5,3,1965,5,4,2,1,1,3,2,1949,4900,2021,2378.76,0,7799.82,0,0,0,0,0,0
"13593","HH19110126",11,1,5,3,1990,5,4,2,1,1,2,3,1989,3700,2021,2809.62,0,9271.29,0,0,0,0,0,0
"13594","HH19110127",11,6,2,5,1997,5,4,2,3,3,2,2,1954,1620,2021,2776.94,0,7120.68,0,0,0,0,0,0
"13595","HH19110128",11,6,2,5,1997,5,4,2,2,2,3,2,1950,3200,2021,2874.12,0,7655.76,0,0,0,0,0,0
"13596","HH19110129",11,6,2,3,2001,5,4,2,2,2,4,2,1960,8500,2021,3570.72,0,11360.16,0,0,0,0,0,0
"13597","HH19110130",11,6,2,3,2001,5,4,2,2,2,3,2,1965,6000,2021,3578.46,0,11010.3,0,0,0,0,0,0
"13598","HH19110133",11,6,5,2,1992,5,4,2,2,2,2,1,1933,1100,2021,2949.8,0,11658.57,0,0,0,0,0,0
"13599","HH19110134",11,4,5,5,1989,5,4,2,2,2,5,3,1967,4800,2021,2231.7,0,10228.26,0,0,0,0,0,0
"13600","HH19110137",11,6,2,5,2005,5,4,2,3,3,3,2,1976,6700,2021,645,0,843.78,0,0,0,0,0,0
"13601","HH19110138",11,6,2,3,2005,5,4,3,4,3,3,2,1951,6600,2021,2340.92,0,10300.29,0,0,0,0,0,0
"13602","HH19110139",11,6,3,5,2012,5,4,2,3,3,5,3,1942,6380,2021,3280.9,0,13788.6,0,0,0,0,0,0
"13603","HH19110140",11,6,3,1,1990,5,4,2,3,3,4,2,1966,7290,2021,5821.34,0,6575.31,0,0,0,0,0,0
"13604","HH19110141",11,6,3,3,2007,5,4,2,3,3,4,3,1982,4600,2021,3317.88,0,7089.81,0,0,0,0,964.8,0
"13605","HH19110142",11,6,3,3,2000,5,4,2,3,3,4,3,1966,7850,2021,3827.86,0,13428.45,0,0,0,0,0,0
"13606","HH19110143",11,6,2,3,2006,5,4,2,3,3,2,1,1944,5750,2021,2562.8,0,7851.27,0,0,0,0,0,0
"13607","HH19110144",11,6,2,2,1996,5,4,2,4,3,3,2,1958,3600,2021,2807.9,0,10588.41,0,0,0,0,0,0
"13608","HH19110146",11,6,2,1,1994,5,4,2,3,3,4,3,1971,16500,2021,4654.32,0,11854.08,0,0,0,0,0,0
"13609","HH19110148",11,6,3,3,1996,1,5,3,4,3,4,-9,1968,6540,2021,1957.36,9698,0,0,0,0,0,0,0
"13610","HH19110149",11,6,2,3,1997,1,5,3,3,3,3,3,-9,9620,2021,2800.16,7787,0,0,0,0,0,0,0
"13611","HH19110150",11,2,4,3,1990,5,4,2,4,4,2,-9,1948,1000,2021,2289.32,0,12296.55,0,0,0,0,0,0
"13612","HH19110151",11,2,4,3,1991,5,4,2,3,3,2,1,1958,4650,2021,2610.96,0,7470.54,0,0,0,0,0,0
"13613","HH19110153",11,4,3,5,2010,5,4,2,4,3,2,1,1943,2200,2021,640.7,0,1214.22,0,0,0,0,0,0
"13614","HH19110154",11,2,3,2,1992,5,4,2,3,3,2,2,1957,3650,2021,2805.32,0,9394.77,0,0,0,0,0,0
"13615","HH19110156",11,5,3,5,2002,5,4,2,4,4,3,1,1953,5200,2021,3820.98,0,7954.17,0,0,0,0,0,0
"13616","HH19110157",11,2,4,7,1992,5,4,2,3,3,4,2,1969,9120,2021,3280.9,0,13870.92,0,0,0,0,0,0
"13617","HH19110158",11,5,3,5,2015,5,4,2,3,3,4,2,1970,4800,2021,1869.64,0,10176.81,0,0,0,0,0,0
"13618","HH19110159",11,5,3,5,2013,5,4,2,3,4,3,1,1938,4800,2021,4300.86,0,5957.91,0,0,0,0,0,0
"13619","HH19110162",11,6,3,3,2006,5,4,2,4,4,1,1,-9,-9,2021,2454.44,0,5566.89,0,0,0,0,0,0
"13620","HH19110164",11,6,3,2,2003,5,4,2,3,3,4,-9,-9,5470,2021,2938.62,0,7892.43,0,0,0,0,0,0
"13621","HH19110165",11,6,2,2,2005,5,4,2,3,3,5,2,-9,4510,2021,3123.52,0,9415.35,0,0,0,0,0,0
"13622","HH19110171",11,6,3,5,2005,5,4,3,3,3,4,3,-9,9000,2021,4794.5,0,12728.73,0,0,0,0,0,0
"13623","HH19110173",11,6,3,6,2007,5,4,2,3,3,2,-9,-9,-9,2021,4405.78,0,7779.24,0,0,0,0,0,0
"13624","HH19110174",11,3,4,6,1991,5,4,2,3,2,4,3,1980,9000,2021,2290.18,0,17678.22,0,0,0,0,0,0
"13625","HH19110176",11,4,3,3,2003,5,4,2,3,3,2,2,-9,-9,2021,2201.6,0,10763.34,0,0,0,0,0,0
"13626","HH19110178",11,6,3,1,2010,5,4,2,3,3,4,2,1957,9000,2021,3423.66,0,4434.99,0,0,0,0,0,0
"13627","HH19110179",11,6,2,1,1999,5,4,2,3,3,4,3,1960,-9,2021,3848.5,0,6626.76,0,0,0,0,0,0
"13628","HH19110180",11,6,2,1,1999,5,4,2,3,3,3,-9,1962,4950,2021,2256.64,0,6492.99,0,0,0,0,0,0
"13629","HH19110181",11,6,2,1,1999,5,4,2,3,3,1,-9,1957,870,2021,1591,0,3652.95,0,0,0,0,0,0
"13630","HH19110182",11,6,2,1,1999,5,4,2,3,3,1,3,1986,3000,2021,1369.12,0,3879.33,0,0,0,0,0,0
"13631","HH19110183",11,6,2,2,1999,5,4,2,3,3,3,-9,1968,1300,2021,2502.6,0,7583.73,0,0,0,0,0,0
"13632","HH19110186",11,8,4,3,2015,5,4,2,3,3,4,2,-8,-9,2021,2482.82,0,4959.78,0,0,0,0,0,0
"13633","HH19110187",11,4,3,3,1979,5,4,2,3,3,1,2,-9,-9,2021,3426.24,0,11164.65,0,0,0,0,0,0
"13634","HH19110188",11,4,3,3,1979,5,4,2,3,3,2,2,-9,-9,2021,1932.42,0,5319.93,0,0,0,0,0,0
"13635","HH19110189",11,6,2,3,2000,5,4,2,3,3,2,3,1961,7200,2021,3022.9,0,8293.74,0,0,0,0,0,0
"13636","HH19110190",11,6,2,5,2005,5,4,2,3,3,4,3,-9,9900,2021,4544.24,0,9477.09,0,0,0,0,0,0
"13637","HH19110191",11,4,3,1,1981,5,4,2,3,3,3,-9,1963,-9,2021,3071.06,0,5927.04,0,0,0,0,0,0
"13638","HH19110192",11,7,2,8,1967,5,4,3,3,3,3,3,1981,-8,2021,2249.76,0,8911.14,0,0,0,0,0,0
"13639","HH19110196",11,6,5,4,2003,5,4,2,3,3,4,3,1966,6400,2021,2883.58,0,12152.49,0,0,0,0,0,0
"13640","HH19110197",11,6,2,7,2003,5,4,2,3,3,3,2,1957,5700,2021,2640.2,0,9240.42,0,0,0,0,0,0
"13641","HH19110198",11,6,4,3,2003,5,4,2,2,2,3,2,1970,5800,2021,2866.38,0,7892.43,0,0,0,0,0,0
"13642","HH19110199",11,6,4,3,2003,5,4,2,2,2,3,3,1966,6000,2021,2833.7,0,10732.47,0,0,0,0,0,0
"13643","HH19110200",11,2,4,7,1994,5,4,2,3,3,4,2,1980,4400,2021,2563.66,0,9734.34,0,0,0,0,0,0
"13644","HH19110201",11,8,4,5,2005,5,4,2,3,3,1,3,1983,2800,2021,2096.68,0,5412.54,0,0,0,0,0,0
"13645","HH19110202",11,2,4,6,1972,5,4,2,3,3,3,3,1963,5500,2021,2513.78,0,9487.38,0,0,0,0,0,0
"13646","HH19110203",11,2,4,5,1993,5,4,2,3,3,2,2,1991,4300,2021,2162.04,0,6904.59,0,0,0,0,0,0
"13647","HH19110204",11,2,4,6,1970,5,4,2,2,2,2,2,1961,370,2021,2942.92,0,9569.7,0,0,0,0,0,0
"13648","HH19110205",11,2,4,6,1970,5,4,2,3,3,3,2,1968,4300,2021,2684.92,0,9652.02,0,0,0,0,0,0
"13649","HH19110206",11,2,4,5,1994,5,4,2,3,3,2,3,1991,4200,2021,2414.02,0,8232,0,0,0,0,0,0
"13650","HH19110207",11,2,5,7,1991,5,4,2,3,3,3,3,1981,4600,2021,2951.52,0,10001.88,0,0,0,0,0,0
"13651","HH19110208",11,3,4,7,1991,5,4,2,3,3,3,3,1973,4700,2021,2324.58,0,8664.18,0,0,0,0,0,0
"13652","HH19110209",11,7,3,5,1995,5,4,2,3,3,3,2,1964,5700,2021,2974.74,0,10866.24,0,0,0,0,0,0
"13653","HH19110210",11,1,5,5,1990,5,4,2,3,3,3,2,1963,5500,2021,2738.24,0,9549.12,0,0,0,0,0,0
"13654","HH19110211",11,1,6,5,1967,5,4,2,3,3,2,2,1960,2800,2021,2757.16,0,11679.15,0,0,0,0,0,0
"13655","HH19110212",11,1,4,7,1967,5,4,2,3,3,3,3,1965,4700,2021,2247.18,0,3642.66,0,0,0,0,0,0
"13656","HH19110213",11,1,3,3,1980,5,4,2,3,3,3,2,1974,4300,2021,2486.26,0,7830.69,0,0,0,0,0,0
"13657","HH19110214",11,3,4,7,2003,5,4,2,4,3,2,2,1962,4100,2021,2995.38,0,11576.25,0,0,0,0,0,0
"13658","HH19110215",11,2,5,6,1997,5,4,2,3,4,3,2,1981,4700,2021,2693.52,0,9662.31,0,0,0,0,0,0
"13659","HH19110216",11,5,4,7,1998,5,4,2,3,3,2,3,1954,300,2021,1578.1,0,9487.38,0,0,0,0,0,0
"13660","HH19110217",11,6,3,5,1995,5,4,2,3,3,4,3,1969,5100,2021,3280.04,0,13768.02,0,0,0,0,0,0
"13661","HH19110218",11,6,3,3,1995,5,4,2,3,3,2,2,1957,4500,2021,3241.34,0,12306.84,0,0,0,0,0,0
"13662","HH19110219",11,6,3,3,1995,5,4,2,3,3,2,2,1958,2500,2021,3196.62,0,12749.31,0,0,0,0,0,0
"13663","HH19110220",11,6,3,1,1995,5,4,2,3,3,2,2,1962,4000,2021,2813.92,0,13099.17,0,0,0,0,0,0
"13664","HH19110221",11,6,3,1,1995,5,4,2,3,3,2,2,1955,4500,2021,3138.14,0,12718.44,0,0,0,0,0,0
"13665","HH19110222",11,6,3,3,1995,5,4,2,3,3,2,2,1960,3500,2021,3095.14,0,11555.67,0,0,0,0,0,0
"13666","HH19110223",11,6,3,5,2002,5,4,2,3,3,1,2,1952,2200,2021,2924.86,0,12121.62,0,0,0,0,0,0
"13667","HH19110224",11,6,3,5,2002,5,4,2,3,3,4,2,1985,3500,2021,2902.5,0,11576.25,0,0,0,0,0,0
"13668","HH19110225",11,6,3,5,2002,5,4,2,3,3,3,3,1982,4300,2021,3010.86,0,11432.19,0,0,0,0,0,0
"13669","HH19110226",11,6,3,3,2002,5,4,2,3,3,3,3,1972,4700,2021,3041.82,0,11864.37,0,0,0,0,0,0
"13670","HH19110227",11,5,3,3,1993,5,4,2,3,3,2,3,1984,5590,2021,2930.02,0,12358.29,0,0,0,0,0,0
"13671","HH19110228",11,1,3,7,1988,5,4,2,3,3,4,3,1968,4500,2021,3216.4,0,12029.01,0,0,0,0,0,0
"13672","HH19110229",11,5,3,5,2003,5,4,2,3,3,3,3,1962,4500,2021,3231.88,0,12101.04,0,0,0,0,0,0
"13673","HH19110230",11,5,3,3,1995,5,4,2,3,3,2,3,1984,5500,2021,2611.82,0,10742.76,0,0,0,0,0,0
"13674","HH19110231",11,1,3,3,1989,5,4,2,3,3,3,2,1955,5500,2021,2927.44,0,10691.31,0,0,0,0,0,0
"13675","HH19110232",11,1,6,5,1977,5,4,2,3,3,3,2,1960,6500,2021,2961.84,0,13335.84,0,0,0,0,0,0
"13676","HH19110234",11,6,3,3,1988,1,5,2,3,3,4,3,1972,4000,2021,3022.04,2453,12852.21,0,0,0,0,0,0
"13677","HH19110235",11,6,3,3,1988,1,5,2,3,3,2,1,1939,1800,2021,2675.46,8546,2335.83,0,0,0,0,0,0
"13678","HH19110236",11,6,3,3,1988,1,5,2,3,3,1,2,1954,2200,2021,3122.66,10848,10485.51,0,0,0,0,0,0
"13679","HH19110237",11,6,3,3,1988,1,5,2,3,3,4,2,1982,5500,2021,3266.28,10789,3045.84,0,0,0,0,0,0
"13680","HH19110238",11,6,3,3,1988,1,5,2,3,3,3,3,1967,6000,2021,3295.52,10386,3714.69,0,0,0,0,0,0
"13681","HH19110239",11,6,3,4,1987,5,4,2,3,3,1,2,1952,2400,2021,2808.76,0,11236.68,0,0,0,0,0,0
"13682","HH19110241",11,6,3,1,1988,5,4,2,3,3,1,2,1959,2700,2021,3135.56,0,9487.38,0,0,0,0,0,0
"13683","HH19110243",11,6,3,1,1987,5,4,2,3,3,2,3,1984,4500,2021,3082.24,0,11565.96,0,0,0,0,0,0
"13684","HH19110244",11,6,3,1,1988,5,4,2,3,3,3,3,1990,5590,2021,2717.6,0,11339.58,0,0,0,0,0,0
"13685","HH19110245",11,6,3,1,1987,5,4,2,3,3,2,2,1958,3700,2021,2113.02,0,11041.17,0,0,0,0,0,0
"13686","HH19110246",11,6,4,3,1992,1,5,2,3,3,3,2,1963,5200,2021,2998.82,7350,10156.23,0,0,0,0,0,0
"13687","HH19110247",11,6,4,3,1994,1,5,2,3,4,2,2,1965,3800,2021,2755.44,7350,10742.76,0,0,0,0,0,0
"13688","HH19110248",11,6,3,3,1992,1,5,2,3,3,4,3,1978,4700,2021,3006.56,7350,10948.56,0,0,0,0,0,0
"13689","HH19110249",11,6,2,3,1992,1,5,2,3,3,3,3,1971,5200,2021,3029.78,7350,12142.2,0,0,0,0,0,0
"13690","HH19110250",11,6,4,3,1994,1,5,2,3,3,3,3,1970,5200,2021,3164.8,7350,12090.75,0,0,0,0,0,0
"13691","HH19110251",11,6,4,2,1999,5,4,2,3,3,3,2,1969,4600,2021,2694.38,0,11802.63,0,0,0,0,0,0
"13692","HH19110252",11,6,4,2,1999,5,4,2,3,3,3,3,1996,5200,2021,3004.84,0,12296.55,0,0,0,0,0,0
"13693","HH19110253",11,6,4,2,1999,5,4,2,3,3,1,2,1968,1860,2021,2691.8,0,10969.14,0,0,0,0,0,0
"13694","HH19110254",11,7,3,1,1992,5,4,2,3,3,2,3,1978,3200,2021,1972.84,0,4167.45,0,0,0,0,0,0
"13695","HH19110255",11,4,3,7,1994,5,4,2,3,3,1,3,1985,2800,2021,2134.52,0,5258.19,0,0,0,0,0,0
"13696","HH19110256",11,5,3,2,2015,5,4,2,3,3,1,3,1991,3200,2021,2207.62,0,5813.85,0,0,0,0,0,0
"13697","HH19110257",11,5,3,7,2002,5,4,2,3,3,2,2,1955,2300,2021,2751.14,0,10907.4,0,0,0,0,0,0
"13698","HH19110258",11,4,3,7,2002,5,4,2,3,3,2,2,1958,2700,2021,2117.32,0,4723.11,0,0,0,0,0,0
"13699","HH19110259",11,8,4,2,2012,5,4,2,3,3,2,2,1965,4200,2021,2254.92,0,4805.43,0,0,0,0,0,0
"13700","HH19110261",11,6,4,3,1999,1,5,2,3,3,3,2,1970,4200,2021,3039.24,3402,8756.79,0,0,0,0,0,0
"13701","HH19110262",11,6,4,3,1999,1,5,2,3,3,2,2,1962,3600,2021,2229.98,3402,8201.13,0,0,0,0,0,0
"13702","HH19110263",11,6,2,3,1999,1,5,2,3,3,3,2,1974,5100,2021,2379.62,3402,8190.84,0,0,0,0,0,0
"13703","HH19110264",11,6,2,3,1999,1,5,2,3,3,3,2,1973,4500,2021,2140.54,3402,6276.9,0,0,0,0,0,0
"13704","HH19110265",11,6,4,3,1999,1,5,2,3,3,3,2,1970,4200,2021,2449.28,3402,8139.39,0,0,0,0,0,0
"13705","HH19110267",11,6,2,3,1998,1,5,2,3,3,1,3,1993,2900,2021,2641.06,8939,2593.08,0,0,0,0,0,0
"13706","HH19110269",11,6,3,5,1998,1,5,2,3,3,3,2,1961,6700,2021,2889.6,9789,2490.18,0,0,0,0,0,0
"13707","HH19110270",11,6,2,3,1998,1,5,2,3,3,2,2,1957,3700,2021,2421.76,8047,2562.21,0,0,0,0,0,0
"13708","HH19110271",11,6,3,5,1998,1,5,2,3,4,3,3,1957,5500,2021,2897.34,7671,1790.46,0,0,0,0,0,0
"13709","HH19110272",11,6,3,3,1998,1,5,2,3,3,3,2,1968,3800,2021,2227.4,9259,2068.29,0,0,0,0,0,0
"13710","HH19110273",11,6,4,5,1998,1,5,2,3,3,3,2,1959,4600,2021,3060.74,9189,4013.1,0,0,0,0,0,0
"13711","HH19110274",11,6,3,3,1998,1,5,2,3,3,3,3,1964,5600,2021,2905.94,7072,2047.71,0,0,0,0,0,0
"13712","HH19110275",11,6,2,3,1998,1,5,2,3,3,4,2,1969,4900,2021,2680.62,8898,2572.5,0,0,0,0,0,0
"13713","HH19110276",11,8,4,3,1997,5,4,3,2,2,1,3,1992,3000,2021,1385.46,0,1594.95,0,0,0,0,0,0
"13714","HH19110277",11,5,4,5,1992,5,4,2,3,3,1,3,1985,3000,2021,1691.62,0,1739.01,0,0,0,0,0,0
"13715","HH19110278",11,2,3,6,2003,5,4,2,3,4,2,2,1957,4000,2021,2669.44,0,9868.11,0,0,0,0,0,0
"13716","HH19110279",11,8,2,6,2002,5,4,2,3,3,1,3,1990,3000,2021,2112.16,0,6163.71,0,0,0,0,0,0
"13717","HH19110280",11,4,3,5,1998,5,4,2,3,3,4,3,1973,4000,2021,3444.3,0,7933.59,0,0,0,0,0,0
"13718","HH19110281",11,5,2,2,2003,5,4,2,3,4,2,2,1964,4200,2021,2518.08,0,9261,0,0,0,0,0,0
"13719","HH19110282",11,8,3,6,2003,5,4,2,3,3,1,3,1991,3000,2021,2113.02,0,5813.85,0,0,0,0,0,0
"13720","HH19110283",11,6,4,3,2003,5,4,2,3,4,3,3,1969,5200,2021,2811.34,0,10763.34,0,0,0,0,0,0
"13721","HH19110284",11,6,4,3,2003,5,4,2,3,3,3,3,1977,4800,2021,3438.28,0,11473.35,0,0,0,0,0,0
"13722","HH19110285",11,6,2,3,1986,1,5,2,2,2,3,3,1982,5000,2021,1829.22,4966,246.96,0,0,0,0,0,0
"13723","HH19110286",11,6,3,3,1986,1,5,2,1,3,4,3,1984,8800,2021,2634.18,3094,257.25,0,0,0,0,0,0
"13724","HH19110287",11,6,2,3,2003,5,4,2,3,3,3,3,1978,4700,2021,2924.86,0,12039.3,0,0,0,0,0,0
"13725","HH19110289",11,6,3,3,2003,5,4,2,3,3,3,2,1976,6200,2021,3023.76,0,7048.65,0,0,0,0,0,0
"13726","HH19110290",11,6,4,3,2003,5,4,2,3,3,3,3,1984,4600,2021,2858.64,0,10753.05,0,0,0,0,0,0
"13727","HH19110291",11,2,3,5,1997,5,4,2,3,3,3,2,1990,5400,2021,2426.92,0,9405.06,0,0,0,0,0,0
"13728","HH19110292",11,5,3,5,1992,5,4,2,3,3,2,2,1954,2700,2021,1925.54,0,8355.48,0,0,0,0,0,0
"13729","HH19110293",11,5,3,2,2003,5,4,2,3,3,3,2,1974,3700,2021,2469.06,0,9466.8,0,0,0,0,0,0
"13730","HH19110294",11,2,4,5,2003,5,4,2,3,3,3,3,1978,4700,2021,2129.36,0,3303.09,0,0,0,0,0,0
"13731","HH19110297",11,5,4,5,2008,5,4,2,2,2,3,3,1969,-9,2021,2985.92,0,8849.4,0,0,0,0,0,0
"13732","HH19110301",11,2,4,1,1994,5,4,2,3,3,4,4,1971,6500,2021,1915.22,0,7696.92,0,0,0,0,0,0
"13733","HH19110302",11,5,3,2,2009,5,4,2,2,2,3,4,1969,4000,2021,2694.38,0,7923.3,0,0,0,0,0,0
"13734","HH19110304",11,5,3,2,2012,5,4,2,3,3,4,3,1974,3650,2021,2559.36,0,8664.18,0,0,0,0,0,0
"13735","HH19110305",11,8,4,1,2018,5,4,2,2,2,5,2,1970,3600,2021,4352.46,0,5927.04,0,0,0,0,0,0
"13736","HH19110307",11,5,3,2,1994,5,4,2,2,2,4,2,1971,6340,2021,2966.14,0,3303.09,0,0,0,0,0,0
"13737","HH19110309",11,1,4,3,1990,5,4,2,3,3,5,2,1969,4000,2021,2779.52,0,9034.62,0,0,0,0,6480,0
"13738","HH19110312",11,2,5,1,2013,5,4,2,3,3,4,2,1980,-8,2021,2360.7,0,7449.96,0,0,0,0,0,0
"13739","HH19110313",11,5,4,1,2000,5,4,2,2,2,4,2,1967,3800,2021,3189.74,0,7223.58,0,0,0,0,0,0
"13740","HH19110314",11,1,5,3,1970,5,4,2,4,4,5,3,1954,6300,2021,3805.5,0,8520.12,0,0,0,0,0,0
"13741","HH19110315",11,5,5,4,1994,5,4,2,3,3,3,2,1965,7200,2021,2097.54,0,9960.72,0,0,0,0,0,0
"13742","HH19110316",11,6,4,1,2004,5,4,3,2,2,4,3,1972,5470,2021,3032.36,0,12749.31,0,0,0,0,0,0
"13743","HH19110318",11,6,3,3,2003,5,4,2,2,2,4,4,1972,9030,2021,3058.16,0,13459.32,0,0,0,0,0,0
"13744","HH19110319",11,6,3,3,1998,5,4,2,1,1,4,3,1964,6400,2021,3827.86,0,8139.39,0,0,0,0,0,0
"13745","HH19110320",11,6,3,5,1998,5,4,2,1,1,4,3,1963,4500,2021,4289.68,0,12348,0,0,0,0,0,0
"13746","HH19110321",11,6,3,5,1991,5,4,2,3,3,4,4,1955,9030,2021,3066.76,0,8139.39,0,0,0,0,0,0
"13747","HH19110322",11,6,2,3,1998,5,4,3,2,2,4,3,1986,10000,2021,3264.56,0,11720.31,0,0,0,0,0,0
"13748","HH19110324",11,8,4,7,2017,2,4,3,4,2,2,3,1989,3470,2021,2140.54,0,6279,0,0,0,0,0,0
"13749","HH19110326",11,7,5,7,1968,5,4,2,2,2,2,2,1986,3300,2021,1796.54,0,3303.09,0,0,0,0,0,0
"13750","HH19110327",11,2,3,3,1993,5,4,2,3,4,4,2,1969,3600,2021,2253.2,0,16422.84,0,0,0,0,0,0
"13751","HH19110328",11,5,5,5,1999,5,4,2,2,2,2,3,1957,3000,2021,1986.6,0,7933.59,0,0,0,0,0,0
"13752","HH19110329",11,5,5,6,1997,5,4,2,2,3,3,3,1970,5000,2021,1932.42,0,10156.23,0,0,0,0,0,0
"13753","HH19110330",11,5,3,5,1991,5,4,2,3,3,4,3,1961,5900,2021,2376.18,0,7933.59,0,0,0,0,0,0
"13754","HH19110331",11,7,4,5,1982,5,4,2,2,2,5,3,1980,5000,2021,1044.04,0,9034.62,0,0,0,0,0,0
"13755","HH19110332",11,6,3,5,2000,5,4,2,4,1,2,3,1963,6300,2021,2369.3,0,11267.55,0,0,0,0,0,0
"13756","HH19110333",11,6,3,5,2000,5,4,2,2,2,4,3,1978,3700,2021,1720,0,11267.55,0,0,0,0,0,0
"13757","HH19110334",11,6,3,5,2000,5,4,2,2,3,5,3,1963,5600,2021,2644.5,0,11267.55,0,0,0,0,0,0
"13758","HH19110335",11,2,4,5,1993,5,4,2,2,3,3,2,1958,5300,2021,2705.56,0,7645.47,0,0,0,0,0,0
"13759","HH19110336",11,1,5,1,1988,5,4,0,2,3,3,3,1968,5000,2021,1950.48,0,9487.38,0,0,0,0,0,0
"13760","HH19110338",11,6,2,1,2002,5,4,2,2,2,2,3,1960,2400,2021,1625.4,0,16556.61,0,0,0,0,0,0
"13761","HH19110339",11,6,4,5,2002,5,4,2,2,2,2,2,1956,3100,2021,1640.88,0,16556.61,0,0,0,0,0,0
"13762","HH19110340",11,6,3,7,2002,5,4,2,2,2,3,3,1975,4600,2021,1789.66,0,17853.15,0,0,0,0,0,0
"13763","HH19110341",11,6,3,5,2002,5,4,2,2,3,2,3,1962,3800,2021,1648.62,0,16556.61,0,0,0,0,0,0
"13764","HH19110342",11,6,5,5,1994,5,4,2,2,2,3,3,1981,5200,2021,1873.94,0,8139.39,0,0,0,0,0,0
"13765","HH19110343",11,6,2,3,2002,5,4,2,2,2,3,3,1970,3600,2021,1923.82,0,16556.61,0,0,0,0,0,0
"13766","HH19110344",11,6,4,5,1997,5,4,2,2,2,4,3,1958,4800,2021,2614.4,0,10495.8,0,0,0,0,0,0
"13767","HH19110345",11,6,3,5,2002,5,4,2,2,2,3,3,1968,3900,2021,2596.34,0,16556.61,0,0,0,0,0,0
"13768","HH19110346",11,4,2,3,1977,5,4,2,2,2,4,3,1973,4500,2021,1866.2,0,8324.61,0,0,0,0,0,0
"13769","HH19110347",11,5,2,6,2003,5,4,2,3,3,3,3,1979,4300,2021,2380.48,0,8180.55,0,0,0,0,0,0
"13770","HH19110348",11,5,3,5,2003,5,4,2,2,2,4,3,1971,4700,2021,2072.6,0,7985.04,0,0,0,0,0,0
"13771","HH19110349",11,7,2,5,1997,5,4,2,1,3,3,3,1989,4500,2021,2330.6,0,7563.15,0,0,0,0,0,0
"13772","HH19110350",11,4,3,1,1997,5,4,2,2,2,3,3,1968,4000,2021,1819.76,0,7655.76,0,0,0,0,0,0
"13773","HH19110351",11,4,3,5,1994,5,4,2,2,2,4,3,1982,4900,2021,2726.2,0,7347.06,0,0,0,0,0,0
"13774","HH19110353",11,5,3,3,1980,5,4,2,1,2,4,3,1964,5100,2021,2002.94,0,9034.62,0,0,0,0,0,0
"13775","HH19110354",11,5,3,3,1993,5,4,2,3,3,3,3,1975,5800,2021,2544.74,0,6884.01,0,0,0,0,0,0
"13776","HH19110355",11,7,5,3,1980,5,4,2,2,3,3,3,1969,5000,2021,2304.8,0,16556.61,0,0,0,0,0,0
"13777","HH19110356",11,4,4,5,1985,5,4,2,2,2,2,2,1955,2800,2021,1841.26,0,9487.38,0,0,0,0,0,0
"13778","HH19110357",11,4,4,5,2007,5,4,2,2,2,4,3,1977,4400,2021,2211.92,0,7655.76,0,0,0,0,0,0
"13779","HH19110358",11,5,4,5,2007,5,4,2,4,3,2,3,1984,5300,2021,2850.04,0,9034.62,0,0,0,0,0,0
"13780","HH19110359",11,4,2,3,1986,5,4,2,2,2,3,3,1977,4000,2021,1973.7,0,8232,0,0,0,0,0,0
"13781","HH19110360",11,5,4,1,2003,5,4,2,2,2,3,3,1988,4200,2021,2107,0,6884.01,0,0,0,0,0,0
"13782","HH19110361",11,7,4,6,1993,5,4,2,2,2,2,2,1958,3200,2021,1608.2,0,8406.93,0,0,0,0,0,0
"13783","HH19110362",11,2,3,1,1997,5,4,2,2,2,3,3,1961,5300,2021,1505.86,0,8406.93,0,0,0,0,0,0
